Tipologia;Ragione_sociale;Comune;Provincia;Indirizzo;CAP;Telefono;Email;Sito_Web;Dipendenti;Data_convenzione;Settore;Codice_ATECO;Descrizione
AZIENDA;TECNOLUX SRL;TREVENZUOLO;VR;VIA DEL LAVORO 12;37060;0457350757;info@lux-oil.it;www.tecnolux-italia.it;40;01-12-2017;;28.2;FABBRICAZIONE DI ALTRE MACCHINE DI IMPIEGO GENERALE
AZIENDA;TECNORULLI S.R.L.;SAN GIOVANNI LUPATOTO;VR;VIA MONTE COMUN;37057;0458750300;oliver.beiso@tecnorulli.com ;http://www.tecnorulli.com/;;20-11-2015;;;
AZIENDA;TECNOSERVICE SRL;VERONA;VR;VIALE PIAVE 16;37100;0458009926;risorse@tenoservicesrl.info;www.tecnoservicesrl.info;104;27-12-2018;;52.29.1;Spedizionieri e agenzie di operazioni doganali
AZIENDA;TECNOVAP S.R.L.;PESCANTINA;VR;VIA DEI SASSI 1/A;37026;0456767252;amministrazione@tecnovap.com;http://www.tecnovap.it/;;;;27.51.00;Fabbricazione di elettrodomestici
AZIENDA;TEK SERVICE S.R.L.;CASTEL D'AZZANO;VR;VIA PISACANE, 2/A;37060;045581031;tekservice@tekservice.it;;9;08-05-2018;;62.01.00;Produzione di software non connesso all'edizione
AZIENDA;TEKNO UNO S.R.L.;SAN MARTINO BUON ALBERGO;VR;VIA FRATELLI CERVI, 11;37036;0458780400;info@teknouno.it;www.teknouno.it;;;;;
COOPERATIVA;TEKNOPLANET SOC. COOP.;VERONA;VR;VIA ROVEGGIA, 26/A;37100;0456932056;teknoplanetvr@gmail.com;http://www.teknoplanet.eu/;;;;;
AZIENDA;TELAROSA S.R.L.;VERONA;VR;VIA OTTAVIO CACCIA, 17/A;37136;0458181300;c.peretti@telarosa.com;;;;;;
AZIENDA;TELEFIN SPA;VERONA;VR;VIA ALBERE, 87/A;37138;0458100404;info@telefin.it;www.telefin.it;56;26-03-2019;;26.30.29;Fabbricazione di altri apparecchi elettrici ed elettronici per telecomunicazioni
AZIENDA;TELEPHONE HOUSE SNC;ILLASI;VR;VIA UNGHERIA 6;37031;0458781119;info@telephonehouse.it;;2;;;;
AZIENDA;TELEPOINT SNC;AFFI;VR;LOCALITA' IN AFFI, 32;37010;0456260513;info@telepointservice.com;;;;;;
AZIENDA;TEODORO SRL;CALDIERO;VR;VIA R.SANZIO,1;37042;3470651281;teodorocostruzioni@gmail.com;www.teodorocostruzioni.it;;;;;
AZIENDA;TERMINALI ITALIA S.R.L. FF.SS;VERONA;VR;VIA SOMMACAMPAGNA 32;37137;0458624411;info@terminaliitalia.it;www.terminaliitalia.it;;29-04-2019;LOGISTICA;;
AZIENDA;TERMOSANITARIA PASINATO SRL;VERONA;VR;STRADA DELLE TRINCEE 13/L;37100;045 8550500;info@termopasi.com;www.pasinstogroup.it;58;07-05-2019;;43.22.01;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
AZIENDA;TERRANOVA SRL;VERONA;VR;VIALE DEL COMMERCIO 47;37100;;l.cortese@terranovasoftware.eu;www.terranovasoftware.eu;;27-05-2019;INFORMATICA;26.60.02;Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori)
AZIENDA;TERRATRANS ITALIA S.R.L.;VERONA;VR;VIA SOMMACAMPAGNA, 61;37136;0458648100;roberta.vinco@terratrans.it;http://www.terratrans.de/english/trucking-service;;;;;
AZIENDA;TESI ELETTRONICA SRL;DESENZANO DEL GARDA;BS;VIALE ANDREIS, 81;25015;0309912412;sonia.biaguera@tesielettronica.it;www.tesi elettronica.it;14;04-04-2019;;26.12;Fabbricazione di schede elettroniche assemblate
AZIENDA;TH. KOHL S.R.L.;BADIA CALAVENA;VR;VIALE DELL'INDUSTRIA, 37;37030;0456511811; info@thkohl.it;www.thkohl.it;65;;;31.01.21;Fabbricazione di altri mobili metallici per ufficio e negozi
AZIENDA;TIME SYSTEM COSTRUZIONI ELETTRICHE SNC;ZEVIO;VR;VIA INVALIDI DEL LAVORO;37059;045 8732272;info@timesystem.it;;11;30-05-2019;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;TIRAPELLE TRASPORTI SRL;SONA;VR;VIA BELLONA, 2;37060;0459698397;domenici@tirapelle.it;http://www.tirapelle.it/;;16-02-2016;;;
AZIENDA;TMB SRL;SAN GIOVANNI LUPATOTO;VR;VIA CA'NOVA ZAMPIERI ,5;37057;0458774299;tmb@tmbvac.it;www.tmbvacuum.com;27;10-05-2019;LOGISTICA;28.29.99;Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca
AZIENDA;TOLA & C. SRL;SOMMACAMPAGNA;VR;VIA DOSSOBUONO 56/1;37066;0458960332;amministrazione@tolaimpianti.it;;;27-05-2019;ELETTRONICA;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;TOMELINI MULTSERVICE SRL;CERRO VERONESE;VR;VIA MONTE CAREGA,1A;37020;0457080124;info@tomultiservice.it;www.tomultiservice.it;9;;;;
AZIENDA;TOR MEC AMBROSI S.R.L.;ZEVIO;VR;VIA MAESTRI DEL LAVORO,16;37059;0456050205;tormec@legalmail.it;www.tormec.com;44;15-05-2019;ELETTRONICA;25.62;Lavori di meccanica generale
AZIENDA;TORNERIA MECCANICA RONCONI GIUSEPPE;BOVOLONE;VR;VIA DELL'ARTIGIANATO,39/41;37051;0457103378;ronconi.giuseppe@libero.it;;8;;;2562;METALMECCANICA
AZIENDA;TORNERIA TOSI SRL;CASTEL D'AZZANO;VR;VIA TOSCANINI 15;37060;0458520486;info@torneriatosi.it;http://www.torneriatosi.it/ita/servizi.php;;19-11-2015;;;
AZIENDA;TOSCOVENETA IMPIANTI SNC DI ROMAGNOLI;BUSSOLENGO;VR;VIA MONTE SABOTINO.26;37012;0457157958;amministrazione@toscaveneta.it;info@toscaveneta.it;9;;;432101;
AZIENDA;TRACONF SRL;SONA;VR;VIA DELL'INDUSTRIA;37060;0456083111;info@trancof.it;www.traconf.it;166;09-04-2018;;52.29.22;Servizi logistici relativi alla distribuzione delle merci
AZIENDA;TREEMME DI MARCHIORI L. & C.;RONCO ALL'ADIGE;VR;VIA PONZILOVO 16/B;37055;0456624140;treemmevr@gmail.com;;;10-02-2016;;;
AZIENDA;TRENITALIA SPA;VERONA;VR;VIA C. A. DALLA CHIESA,18;37133;3138348737;M.DeBortoli@trenitalia.it;;;;;49.10.00;Trasporto ferroviario di passeggeri (interurbano)
AZIENDA;TRILANCE S.R.L.;VERONA;VR;VIALE DEL COMMERCIO, 47;37135;0458214701;info@trilance.com;www.trilance.com;;;;;
AZIENDA;TRIPLA C SRL;SAN BONIFACIO;VR;VIA GIUSEPPE LUSSANA,3;37047;0457660220;amministrazione@triplac.it;www.triplac.it;15;;;41.2;
AZIENDA;TWIN GROUP;COMUNE ESTERO;EE;LAMBARDE SQUARE 12 (BN21);00000;GB8993725;tcook@twinuk.com;;10;13-06-2018;;;
AZIENDA;TX LOGISTIK AG;BOLZANO;BZ;PIAZZA WALTHER,22;39100;0458624614;s.avesani@txlogistik.eu;;51;30-05-2019;;;
AZIENDA;UCICAR S.N.C. DI RINCO A. & C.;POVEGLIANO VERONESE;VR;VIA VITTORIO VENETO;37064;0456350091;contabilita@ucicar.it;www.ucicar.com;4;27-05-2019;ELETTRONICA;45.20.1;Riparazioni meccaniche di autoveicoli
AZIENDA;ULTRASTUDIO;CASTEL D'AZZANO;VR;VIA GALILEO GALILEI 4;37060;3922373843;info@ultrastudio.pro;htt://ultrastudio.pro;1;;;742019;
AZIENDA;UMANA SPA;VENEZIA;VE;VIA COLOMBARE 113;30176;0458104111;ufficio.stage@umana.it;www.umana.it;741;;;78.20.00;Attività delle agenzie di fornitura di lavoro temporaneo (interinale)
AZIENDA;UNDERSCORE SOAVE COMPUTER DI DEMIS NAPOLI;SOAVE;VR;VIALE DELLA VITTORIA,15/A;37038;0456190136;info@underscore.computer;http://www.underscore.computer/;1;13-05-2019;;95.11;Riparazione di computer e periferiche
AZIENDA;UNIGRAF S.R.L.;POVEGLIANO VERONESE;VR;VIALE DELLA TECNICA, 23;37064;0457970000;info@unigrafonline.it;www.unigrafonline.it;;;;;
AZIENDA;UNIMEC SRL;SAN MARTINO BUON ALBERGO;VR;VIA MEUCCI 25;37036;0458780620;unimec@unimecsrl.eu;;10;07-05-2019;;28.29.99;Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca
UNIVERSITÀ;UNIVERSITA' DEGLI STUDI DI VERONA;VERONA;VR;STRADA DELLE GRAZIE 15;37100;0458027071;segreteria.di@ateneo.univr.it ;www.di.univr.it;40;;INFORMATICA;8542;
AZIENDA;UNIVERSITA' DEL TEMPO LIBERO DI NEGRAR (UTL);NEGRAR;VR;VIA CHIESA DI S.MARIA;37024;34505789045;amministrazione@utlnegrar.com;www.utlnegrar.com;;;;;
ENTE PUBBLICO;UNIVR DIREZIONE O.S.I.;VERONA;VR;VIA DELL'ARTIGLIERE, 8;37129;0458027054;cristina.baietta@univr.it;www.univr.it;;;;;
AZIENDA;USI ITALIA SRL;VERONA;VR;VIA DELLA METALLURGICA 14;37139;0458510388;info@usiitalia.it;www.usiitalia.com;61;;;29.21.10;INDUSTRIA MELALMECCANICA
AZIENDA;USR VENETO-UAT VII VERONA;VERONA;VR;VIA CADUTI DEL LAVORO,3;37100;0458086511;usp.vr@istruzione.it;www.istruzioneverona.it;;;;;
AZIENDA;UTECO CONVERTING S.P.A.;COLOGNOLA AI COLLI;VR;VIALE DEL LAVORO,25;37030;045 6174555;personale@uteco.com;http://www.uteco.com/ita/;293;10-05-2018;;;
AZIENDA;V.G.V. SRL;CALVISANO;BS;VIA ISORELLA,49;25012;0309934010;info@vgvsrl.com;www.vgvsrl.com;60;;;46741;COMMERCIO
AZIENDA;VALBUSA TECNOELETTRICA S.N.C. DI VALBUSA DARIO & C.;VERONA;VR;VIA DEL FORTINO, 1;37139;045562649;simone.valbusa@tiscali.it;;;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;VALDOTECH S.A.S.;SAN PIETRO IN CARIANO;VR;VIA GIOVANNI FALCONE,1;37029;0456800068;domenico.zantedeschi@gmail.com;www.valdotech.com;3;20-05-2019;COSTRUZIONE DEL MEZZO;63111 /  74103;
AZIENDA;VALIANTEC S.R.L.;SONA;VR;VIA DEI CAVALERI, 12;37060;0458681080;info@valiantec.com;www.valiantec.com;;18-05-2018;;26.51;Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione (esclusi quelli ottici)
AZIENDA;VALUE TRANSFORMATION SERVICE;VERONA;VR;VIA DELLA MECCANICA 7;37100;;;;;20-05-2019;INFORMATICA;;
AZIENDA;VECOMP SOFTWARE S.R.L.;VILLAFRANCA DI VERONA;VR;VIA MONTE BALDO 6;37069;0458600171;segreteriagenerale@vecompsoftware.it;www.vecompsoftware.it;26;;;;
AZIENDA;VERONA CLIMB S.R.L.;VERONA;VR;VIA CA' DI MAZZE';37134;045582569;diego@kingrock.it;www.kingrock.it;;;;;
AZIENDA;VERONA DENTAL MAGAZINE SRL;VERONA;VR;VIA PACINOTTI,17;37100;0458213279;vrdentalmagazine@gmail.com;;2;;;;
ASSOCIAZIONE;ASSOCIAZIONE VERONA FABLAB;GREZZANA;VR;VIALE DEL LAVORO,2;37023;3440458663;scuola@veronafablab.it;www.veronafablab.it;3;08-01-2019;;94.99.20;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby
AZIENDA;VERONA LAMIERE S.P.A.;ZEVIO;VR;VIA G. PASCOLI, 46;37050;0458738311;stefano.capitanio@veronalamiere.it;;;;;;
AZIENDA;VERONA REV SRL;VERONA;VR;VIA E.TORRICELLI 10/B;37135;045 506688;info@veronarevsrl.it;;1;02-05-2019;;71.20.21;Controllo di qualità e certificazione di prodotti, processi e sistemi
AZIENDA;VERONA SALDATURA S.N.C.;VERONA;VR;VIA DELLA SCIENZA;37139;0458510133;info@veronasaldatura.it;www.veronasaldatura.it;;;;;
AZIENDA;VERONESI HOLDING SPA;VERONA;VR;VIA VALPANTENA 18/G;37100;0458097718;silvia.nicodemo@veronesi.it;www.aiafood.com/it;77;03-04-2018;;10.91.00;Produzione di mangimi per l'alimentazione degli animali da allevamento
AZIENDA;VESTINVOGA SRL;VALEGGIO SUL MINCIO;VR;VIA DEGLI IMPRENDITORI,67;37067;;amministrazione@vestinvoga.com;www.vestinvoga.com;18;;;14.13.1;Confezione in serie di abbigliamento esterno
AZIENDA;VETRAUTO SRL;VERONA;VR;VIA  DEL PERLAR 35;37100;045505950;amministrazione@vetrauto.com;;29;;;45.31.01;Commercio all'ingrosso di parti e accessori di autoveicoli
AZIENDA;VETRERIA BELLOMI SAS;VERONA;VR;VIA VALPANTENA 61/A;37142;045/550058;amministrazione@vetreriabellomi.it;;10;;;23.12;Lavorazione e trasformazione del vetro piano
AZIENDA;VETRERIA DO.LA.KA. S.R.L.;VERONA;VR;VIA BINELUNGHE, 11;37100;0458511530;info@dolaka.it;;;;;;
AZIENDA;VI.BE.MAC. S.P.A.;SAN GIOVANNI LUPATOTO;VR;VIA MONTE PASTELLO, 7/I;37057;0458778151;accounting@vbm-grp.com;;;23-05-2019;COSTRUZIONE DEL MEZZO;;
AZIENDA;VICENTINI SPA;VERONA;VR;VIA GARDESANE 49;37139;0452085111;sara.modena@vicentini.it;http://www.vicentini.it/ita/;;20-05-2019;ELETTRONICA;;
AZIENDA;VIERRE SISTEM SRL;SOMMACAMPAGNA;VR;VIA DELL'ARTIGIANATO;37066;0458581212;info@vierresistem.it;www.vierresistem.it;3;;;;
AZIENDA;VIESSMANN S.R.L.;PESCANTINA;VR;VIA BALCONI/BRENNERO, 56;37026;0456768999;tina@viessmann.com;;;;;;
AZIENDA;VIGNOLA IMPIANTI TECNOLOGICI S.R.L.;VERONA;VR;CORSO MILANO;37138;3482557960;vignolaenrico@gmail.com;;;;;;
AZIENDA;VILLAFRUT SRL;OPPEANO;VR;VIA VILLAFONTANA  253;37050;0456998150;info@villafrut.it;www.villafrut.it;67;15-05-2019;;;
AZIENDA;VIP MOTORCYCLES SRL;SOMMACAMPAGNA;VR;VIA DELL'AGRICOLTURA,3;37066;045510174;h-paradise@h-paradise.it;www.hd-verona.it;10;;;;
AZIENDA;VIP SOLAR;VERONA;VR;VIA LEGNAGO 39;37100;0454725445;valentino@vipsolar.it;www.vipsolar.it;;24-06-2019;;;
AZIENDA;VIRTUAL LAND SRL;VERONA;VR;VIA ARSENALE 58;37100;0458342964;;www.virtual-land.eu;;27-05-2019;INFORMATICA;63.11.19;Altre elaborazioni elettroniche di dati
AZIENDA;VIVIANI SRL;PASTRENGO;VR;VIA TIONE 9,;37010;0456770334;ristorante@pescherieviviani.com;;;;;;COMMERCIO PRODOTTI ITTICI
AZIENDA;VM RACING;VERONA;VR;VIA CIRO FERRARI 1;37100;3483681295;info@vmracing.it;www.vmracing.it;;20-05-2019;COSTRUZIONE DEL MEZZO;;
AZIENDA;VOLLMER WERKE MASCHINENFABRIK;BIBERACH;;VIA EHINGER 34;88400;+497351571724;s.moll@vollmer-group.com;www.vollmer-group.com;;;;;
AZIENDA;VOLVO ITALIA S.P.A.;SOMMACAMPAGNA;VR;VIA DELLA TECNICA, 30;37066;0458979500;elena.gallarati@volvo.com;www.volvo.com;;;;;
AZIENDA;VR FREDDO SRL;VERONA;VR;VIA CA' MAZZE' 11/13;37100;0458221104;veronafreddo@gmail.com;;;20-05-2019;LOGISTICA;52.01.1;
AZIENDA;VUESSE S.R.L.;VERONA;VR;VIA E.TORRICELLI,15/B;37100;045581400;vuessesnc@vuessecassaforti.it;www.vuessecasseforti.it;9;09-10-2017;;;
AZIENDA;VULCANIA SYSTEM SRL;VERONA;VR;VIA UGO ZANNONI 8;37100;045506015;amministrazione@vulcaniasystem.it;www.vulcaniasystem.it;3;;;6201;
AZIENDA;VUORMAR PACKAGING SRL;GAZZO VERONESE;VR;VIA DON STURZO 13;37060;0442570037;info@vuormar.it;www.vuormar.it;13;;;28.29.10;Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (incluse parti 
AZIENDA;W-T-S  SRL;POVEGLIANO VERONESE;VR;VIA ALDO MORO;37064;0456351426;info@w-t-s.it;;12;;;494100;AUTOTRASPRTI MERCI SU STRADA
AZIENDA;WELLTECH SYSTEMS SRL;VERONA;VR;VIA DEL CAPITEL;37131;045977155;info@welltech.it;www.welltech.it;;;;;
AZIENDA;WINTRADE SRL;VERONA;VR;C.SO S.ANASTASIA,11;37121;0458002116;amministrazione@wintrade.it;www.wintrade.it;15;;;6201;COMMERCIO
AZIENDA;YASHI ITALIA SRL;PESCANTINA;VR;VIA FLEMING 2;37026;0456766909;financial@yashiweb.com;www.yashiweb.com;11;;;262000;
AZIENDA;YUOR TRAINERS GROUP;VERONA;VR;VIA LARGO CALDERA, 11;37122;3403265054;stefanovecchi@ytgmail.com;http://www.yourtrainersgroup.it;;;;;
AZIENDA;ZAMBONI TRANSERVICE SRL;VIGASIO;VR;VI A CIRIGHELLI,22;37068;0457363724;info@zambonitranservice.it;www.zambonitranservice.it;45;;;49.41.0;Trasporto di merci su strada
AZIENDA;ZAMPINI GIUSEPPE SNC DI ZAMPINI CLAUDIO E F.LLI;PESCANTINA;VR;VIA ROMA 121;37026;0457151396;;;8;;;47.19.2;Commercio al dettaglio in esercizi non specializzati di computer, periferiche, attrezzature per le t
AZIENDA;ZANINI IMPIANTI S.N.C.;VERONA;VR;VIA P. P. ARVEDI,1;37023;0458841061;amministrazione@zaniniimpianti.it;www.zaniniimpianti.it;;;;;
AZIENDA;ZARA ITALIA SRL;MILANO;MI;LARGOCORSIA DEI SERVI,3;20122;028180081;ZaraHighSchool@it.inditex.com;www.zara.com/it;4330;;;47.59.2;Commercio al dettaglio di utensili per la casa, di cristallerie e vasellame
AZIENDA;ZOPPI WEB SOLUTIONS;MONTEFORTE D'ALPONE;VR;V.LE EUROPA 21;37032;0452226226;info@zoppiwebsolutions.com;www.zoppiniwebsolutions.com;1;;;62.09.09;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
AZIENDA;ZUCCHELLI FORNI SPA;TREVENZUOLO;VR;VIA ARTIGIANA S.PIERINO;37060;0456680068;elena.isolani@zucchelliforni.net;http://www.zucchelliforni.it/;;;;;
AZIENDA;ZUCCHETTI S.P.A.;VERONA;VR;SOLFERINO, 1;37135;0371 5941;maurizio.lugoboni@zucchetti.it;www.zucchetti.it;;;;;
AZIENDA;ZWOLF SAS DI LAGO KATIA & C.;VERONA;VR;VIA BRUNORO DELLA SCALA  24;37134;0457117379;info@zwolf.it;www.zwolf.it;2;24-05-2019;ELETTRONICA;47.99.1;Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato
